relation_type,relation_label,obj_1,obj_2,generative_text,Rank1_word,Rank2_word,Rank3_word,accuracy
Desires,Desires,a person,be surprised,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,a good car,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,a comfortable bed,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,others to be content,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,have a choice,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,equal pay for equal work,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,freedom from want,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,connection and vital psychological well-being,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,Children,play with yo yos,"['children', 'children', 'children', 'children', 'children', 'people', 'children', 'people', 'children', 'love', 'people', 'children', 'love', 'children', 'children', 'animals', 'children', 'love', 'children', 'children']",children,people,love,0.0
Desires,Desires,a person,go home,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,a comfortable bed,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,mankind to explore the universe,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,reliable friends,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,strong bones,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,be surprised,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,a good car,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,accomplish,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,a successful career,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,positive attention from others,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,freedom of expression,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,others to be content,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,reward,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,material things,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,sunny days,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,good vodka,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,some people,watch comedy,"['some people', 'love', 'some people', 'some people', 'love', 'peace', 'some people', 'some people', 'people', 'happiness', 'peace', 'money', 'happiness', 'people', 'friendship', 'others', 'others', 'people', 'war', 'love']",some people,love,people,0.0
Desires,Desires,a person,know the time,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,strong bones,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,reliable friends,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,accomplish,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,a good car,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,a comfortable bed,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,take a vacation,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,gratification,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,be able to read,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,others to be content,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,positive attention from others,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,status among peers,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,be surprised,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,go home,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,science,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a sailor,wind,"['war', 'war', 'war', 'war', 'a soldier', 'a soldier', 'a sailor', 'a soldier', 'peace', 'a soldier', 'a soldier', 'a soldier', 'war', 'war', 'war', 'war', 'a sailor', 'a ship', 'war', 'a man']",war,a soldier,a sailor,0.0
Desires,Desires,a person,short travel times,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,be celebrated,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,others to be content,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,positive attention from others,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,status among peers,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,a good car,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,strong bones,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,accomplish,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,reward,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a sailor,wind,"['war', 'war', 'war', 'war', 'a soldier', 'a soldier', 'a sailor', 'a soldier', 'peace', 'a soldier', 'a soldier', 'a soldier', 'war', 'war', 'war', 'war', 'a sailor', 'a ship', 'war', 'a man']",war,a soldier,a sailor,0.0
Desires,Desires,a person,prompt responses from computers,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,take a vacation,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,sunny days,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,be able to read,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,short travel times,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,prosper,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,respect from others,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,science,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,be cherish,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,be surprised,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,Dogs,"""eat people's food""","['cats', 'cats', 'dogs', 'cats', 'cats', 'dogs', 'dogs', 'horses', 'cats', 'cats', 'cats', 'cats', 'dogs', 'birds', 'dogs', 'children', 'cats', 'cats', 'dogs', 'people']",cats,dogs,horses,0.0
Desires,Desires,a person,leisure,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,exciting music,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,feel pleasure,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,jewelry,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,some people,watch comedy,"['some people', 'love', 'some people', 'some people', 'love', 'peace', 'some people', 'some people', 'people', 'happiness', 'peace', 'money', 'happiness', 'people', 'friendship', 'others', 'others', 'people', 'war', 'love']",some people,love,people,0.0
Desires,Desires,Dogs,sleep,"['cats', 'cats', 'dogs', 'cats', 'cats', 'dogs', 'dogs', 'horses', 'cats', 'cats', 'cats', 'cats', 'dogs', 'birds', 'dogs', 'children', 'cats', 'cats', 'dogs', 'people']",cats,dogs,horses,0.0
Desires,Desires,a person,privacy,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,flowers,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,vengence,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,wellness,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,Dogs,"""eat people's food""","['cats', 'cats', 'dogs', 'cats', 'cats', 'dogs', 'dogs', 'horses', 'cats', 'cats', 'cats', 'cats', 'dogs', 'birds', 'dogs', 'children', 'cats', 'cats', 'dogs', 'people']",cats,dogs,horses,0.0
Desires,Desires,a person,freedom of expression,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,be known,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,freedom of information,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,strong fingernails,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,logical answers to her questions,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,financial security,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,clean air,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,be cherish,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,a good car,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,have a choice,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,stay healthy,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,accomplish,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,sleep regularly,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,hope,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,A rabbit,a carrot,"['rabbits', 'a dog', 'rabbits', 'a dog', 'rabbits', 'a cat', 'a dog', 'rabbits', 'a dog', 'a dog', 'birds', 'rabbit', 'rabbits', 'a bird', 'birds', 'a bird', 'a dog', 'fish', 'toys', 'birds']",a dog,rabbits,birds,0.0
Desires,Desires,a person,a life-partner,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,interesting challenges,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,solutions,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,peaceful sleep,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,see a good movie,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,have a long live,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,details,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,their life to be easy,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,technology to help them,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,make others happy,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,a dog,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,cake,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,men and women,kiss each other,"['men and women', 'men and women', 'women and children', 'love', 'women and children', 'children', 'love', 'love', 'men and women', 'love', 'men and women', 'children', 'children', 'marriage', 'marriage', 'women and men', 'men and women', 'marriage', 'men and women', 'men and women']",men and women,love,children,0.0
Desires,Desires,a person,read interesting books,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,pedobear,child porn,"['love', 'love', 'sex', 'children', 'music', 'sex', 'toys', 'money', 'toys', 'art', 'toys', 'love', 'love', 'music', 'children', 'education', 'toys', 'music', 'love', 'love']",love,toys,music,0.0
Desires,Desires,a person,short travel times,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a comedian,make people laugh,"['music', 'music', 'music', 'comedy', 'music', 'music', 'music', 'music', 'music', 'comedy', 'a musician', 'an actor', 'a musician', 'comedy', 'an actor', 'a writer', 'an actor', 'a man', 'a musician', 'a person']",music,comedy,a musician,0.0
Desires,Desires,a person,positive attention from others,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,freedom from want,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,a good review,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,experience,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,protect family,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
